From	To
Q8N4C6	ENSG00000100503.28
Q8N4C8	ENSG00000141503.18
Q8N4H5	ENSG00000175768.14
Q8N4J0	ENSG00000156017.14
Q8N4N3	ENSG00000135686.14
Q8N4Q0	ENSG00000180011.7
Q8N4S0	ENSG00000149231.17
Q8N4S7	ENSG00000162073.15
Q8N4T0	ENSG00000165078.14
Q8N4U5	ENSG00000166046.13
Q8N511	ENSG00000244045.14
Q8N531	ENSG00000182325.12
Q8N531	ENSG00000285442.2
Q8N543	ENSG00000087263.18
Q8N5C6	ENSG00000068784.14
Q8N5G2	ENSG00000204178.12
Q8N5H7	ENSG00000095370.21
Q8N5I4	ENSG00000169084.15
Q8N5I4	ENSG00000292338.1
Q8N5M4	ENSG00000162222.15
Q8N5M9	ENSG00000171135.16
Q8N5T2	ENSG00000109680.12
Q8N5U6	ENSG00000022840.17
Q8N5V2	ENSG00000066248.16
Q8N5Y2	ENSG00000005302.19
Q8N653	ENSG00000099949.23
Q8N680	ENSG00000181472.6
Q8N682	ENSG00000136048.15
Q8N684	ENSG00000149532.17
Q8N697	ENSG00000139370.13
Q8N6L1	ENSG00000163463.14
Q8N6S4	ENSG00000118454.14
Q8N6S5	ENSG00000177917.12
Q8N6T7	ENSG00000077463.16
Q8N6V9	ENSG00000151575.16
Q8N766	ENSG00000127463.17
Q8N884	ENSG00000164430.18
Q8N8A6	ENSG00000185163.11
Q8N8A6	ENSG00000288503.1
Q8N8D1	ENSG00000090470.15
Q8N8V2	ENSG00000213512.4
Q8N8Y2	ENSG00000147614.5
Q8N961	ENSG00000166016.7
Q8N983	ENSG00000055950.18
Q8N9M1	ENSG00000160392.15
Q8N9N2	ENSG00000138303.20
Q8N9T8	ENSG00000129347.22
Q8NA42	ENSG00000188283.13
Q8NA72	ENSG00000152359.16
Q8NAF0	ENSG00000218891.6
Q8NAP3	ENSG00000177311.13
Q8NB14	ENSG00000170185.13
Q8NB46	ENSG00000139645.11
Q8NB66	ENSG00000137766.18
Q8NB91	ENSG00000181544.17
Q8NBE8	ENSG00000213160.11
Q8NBF2	ENSG00000196865.5
Q8NBF6	ENSG00000105778.21
Q8NBI5	ENSG00000134802.19
Q8NBJ5	ENSG00000130309.13
Q8NBM8	ENSG00000145882.12
Q8NBP0	ENSG00000143643.14
Q8NBQ5	ENSG00000198189.12
Q8NBS9	ENSG00000239264.10
Q8NBU5	ENSG00000138138.15
Q8NBX0	ENSG00000143653.11
Q8NBZ0	ENSG00000169592.16
Q8NC44	ENSG00000144567.12
Q8NC51	ENSG00000142864.16
Q8NCD3	ENSG00000123485.12
Q8NCF5	ENSG00000176953.14
Q8NCH0	ENSG00000169105.8
Q8NCJ5	ENSG00000167778.10
Q8NCM8	ENSG00000187240.18
Q8NCT1	ENSG00000140450.10
Q8NCW0	ENSG00000131650.16
Q8NCW5	ENSG00000163382.14
Q8NCY6	ENSG00000170903.13
Q8ND04	ENSG00000167447.14
Q8ND30	ENSG00000166387.15
Q8ND61	ENSG00000131379.10
Q8ND83	ENSG00000139737.23
Q8ND90	ENSG00000176903.5
Q8NDA8	ENSG00000179832.19
Q8NDB2	ENSG00000153064.12
Q8NDC0	ENSG00000168175.17
Q8NDI1	ENSG00000115504.16
Q8NDX1	ENSG00000125637.17
Q8NDX5	ENSG00000173889.17
Q8NDZ2	ENSG00000170085.19
Q8NDZ6	ENSG00000164180.16
Q8NE00	ENSG00000109066.15
Q8NE01	ENSG00000168763.17
Q8NE35	ENSG00000107864.16
Q8NE71	ENSG00000204574.15
Q8NE71	ENSG00000206490.11
Q8NE71	ENSG00000236342.8
Q8NE71	ENSG00000232169.9
Q8NE71	ENSG00000225989.9
Q8NE71	ENSG00000231129.8
Q8NE71	ENSG00000236149.9
Q8NEA4	ENSG00000153832.13
Q8NEB9	ENSG00000078142.15
Q8NEG7	ENSG00000205593.13
Q8NEJ9	ENSG00000129460.18
Q8NEL9	ENSG00000100523.18
Q8NEM2	ENSG00000171241.10
Q8NEN9	ENSG00000165650.13
Q8NEU8	ENSG00000136044.13
Q8NEW0	ENSG00000162695.14
Q8NEY1	ENSG00000134369.18
Q8NEY4	ENSG00000143882.13
Q8NEY8	ENSG00000134283.19
Q8NEZ3	ENSG00000157796.19
Q8NEZ4	ENSG00000055609.21
Q8NF37	ENSG00000153395.12
Q8NF50	ENSG00000107099.18
Q8NF64	ENSG00000122515.17
Q8NF91	ENSG00000131018.25
Q8NFA0	ENSG00000170832.14
Q8NFB2	ENSG00000269556.9
Q8NFC6	ENSG00000038219.14
Q8NFD5	ENSG00000049618.26
Q8NFF5	ENSG00000160688.20
Q8NFH4	ENSG00000075188.10
Q8NFH5	ENSG00000163002.14
Q8NFJ5	ENSG00000013588.11
Q8NFJ9	ENSG00000174483.21
Q8NFJ9	ENSG00000256349.1
Q8NFQ8	ENSG00000169905.14
Q8NFZ0	ENSG00000134452.21
Q8NFZ5	ENSG00000168884.16
Q8NG27	ENSG00000181191.13
Q8NG31	ENSG00000137812.21
Q8NHH9	ENSG00000119787.15
Q8NHJ6	ENSG00000186818.14
Q8NHJ6	ENSG00000275730.4
Q8NHM5	ENSG00000089094.21
Q8NHQ9	ENSG00000111364.17
Q8NHU6	ENSG00000196116.9
Q8NHV4	ENSG00000139350.14
Q8NI08	ENSG00000111912.21
Q8NI27	ENSG00000125676.21
Q8NI36	ENSG00000134987.14
Q8NI77	ENSG00000121621.8
Q8TA94	ENSG00000188868.15
Q8TAE8	ENSG00000179271.4
Q8TAF3	ENSG00000114742.15
Q8TAG9	ENSG00000138190.17
Q8TAM1	ENSG00000179941.10
Q8TAP6	ENSG00000101624.12
Q8TAP8	ENSG00000160813.8
Q8TAP9	ENSG00000168303.9
Q8TAS1	ENSG00000152332.17
Q8TAT5	ENSG00000109674.5
Q8TAT6	ENSG00000182446.15
Q8TB24	ENSG00000100599.17
Q8TB36	ENSG00000104381.15
Q8TB61	ENSG00000157593.20
Q8TB72	ENSG00000055917.18
Q8TB96	ENSG00000129636.14
Q8TBB0	ENSG00000174796.13
Q8TBC3	ENSG00000160410.16
Q8TBE0	ENSG00000140320.13
Q8TBK2	ENSG00000103037.13
Q8TBX8	ENSG00000166908.19
Q8TC12	ENSG00000072042.14
Q8TCG1	ENSG00000163507.16
Q8TCG2	ENSG00000038210.15
Q8TCJ0	ENSG00000147364.18
Q8TCJ2	ENSG00000163527.12
Q8TCN5	ENSG00000168813.18
Q8TCT6	ENSG00000157837.17
Q8TCT7	ENSG00000005206.18
Q8TCT9	ENSG00000101294.21
Q8TCU4	ENSG00000116127.20
Q8TCU6	ENSG00000124126.15
Q8TCY9	ENSG00000106608.18
Q8TD16	ENSG00000185963.14
Q8TD19	ENSG00000119638.15
Q8TD26	ENSG00000124177.17
Q8TD31	ENSG00000204536.15
Q8TD31	ENSG00000206355.11
Q8TD31	ENSG00000206457.10
Q8TD31	ENSG00000234114.8
Q8TD47	ENSG00000280969.2
Q8TDB6	ENSG00000163840.10
Q8TDD1	ENSG00000123064.14
Q8TDJ6	ENSG00000104093.15
Q8TDN4	ENSG00000134508.14
Q8TDW0	ENSG00000171488.16
Q8TDW4	ENSG00000007341.20
Q8TDW7	ENSG00000165323.17
Q8TDX6	ENSG00000147408.17
Q8TDX7	ENSG00000151414.16
Q8TDY2	ENSG00000023287.14
Q8TDZ2	ENSG00000135596.19
Q8TE76	ENSG00000133131.16
Q8TE82	ENSG00000125089.19
Q8TEA7	ENSG00000145348.18
Q8TEA8	ENSG00000125821.14
Q8TEB9	ENSG00000144468.18
Q8TED0	ENSG00000164338.11
Q8TEH3	ENSG00000119522.19
Q8TEK3	ENSG00000104885.20
Q8TEL6	ENSG00000100991.13
Q8TEM1	ENSG00000132182.14
Q8TEP8	ENSG00000101639.20
Q8TEQ0	ENSG00000048471.15
Q8TEQ6	ENSG00000082516.9
Q8TEQ8	ENSG00000165282.17
Q8TES7	ENSG00000188878.21
Q8TET4	ENSG00000214013.10
Q8TEU7	ENSG00000158987.23
Q8TEV9	ENSG00000176994.12
Q8TEV9	ENSG00000283741.2
Q8TEW0	ENSG00000148498.18
Q8TEX9	ENSG00000196497.18
Q8TEX9	ENSG00000285248.2
Q8TEY7	ENSG00000077254.15
Q8TEZ7	ENSG00000170915.10
Q8TF05	ENSG00000154845.17
Q8TF40	ENSG00000217128.14
Q8TF46	ENSG00000166938.14
Q8TF62	ENSG00000104043.16
Q8TF72	ENSG00000138771.17
Q8TF74	ENSG00000171475.15
Q8WTP8	ENSG00000181026.16
Q8WTT2	ENSG00000173145.12
Q8WTW3	ENSG00000166685.14
Q8WTW4	ENSG00000114388.15
Q8WU10	ENSG00000121350.17
Q8WU17	ENSG00000170881.6
Q8WU17	ENSG00000291729.1
Q8WU39	ENSG00000170476.16
Q8WU67	ENSG00000158201.11
Q8WU76	ENSG00000184178.18
Q8WU79	ENSG00000084070.13
Q8WUA2	ENSG00000131013.5
Q8WUA4	ENSG00000115207.16
Q8WUA7	ENSG00000054611.15
Q8WUB8	ENSG00000130024.16
Q8WUD6	ENSG00000111666.12
Q8WUF5	ENSG00000104881.17
Q8WUF8	ENSG00000113391.20
Q8WUH2	ENSG00000135966.15
Q8WUI4	ENSG00000061273.19
Q8WUJ3	ENSG00000103888.18
Q8WUM0	ENSG00000069248.13
Q8WUM4	ENSG00000170248.16
Q8WUM9	ENSG00000144136.12
Q8WUU4	ENSG00000170684.10
Q8WUX1	ENSG00000017483.17
Q8WUX9	ENSG00000147457.15
Q8WUY3	ENSG00000106772.20
Q8WUY9	ENSG00000035499.14
Q8WV16	ENSG00000119599.19
Q8WV28	ENSG00000095585.19
Q8WV44	ENSG00000146063.21
Q8WV92	ENSG00000158411.11
Q8WVB3	ENSG00000169660.18
Q8WVB6	ENSG00000127586.18
Q8WVC6	ENSG00000172992.14
Q8WVK7	ENSG00000182628.14
Q8WVM0	ENSG00000029639.12
Q8WVM7	ENSG00000118007.14
Q8WVM8	ENSG00000092108.23
Q8WVP7	ENSG00000105983.24
Q8WVT3	ENSG00000171853.17
Q8WVV5	ENSG00000124508.18
Q8WVX9	ENSG00000197601.16
Q8WVY7	ENSG00000164332.9
Q8WVZ9	ENSG00000120696.9
Q8WW24	ENSG00000163060.9
Q8WW59	ENSG00000176422.14
Q8WWH5	ENSG00000165832.7
Q8WWI1	ENSG00000136153.22
Q8WWI5	ENSG00000070214.18
Q8WWM7	ENSG00000168488.20
Q8WWQ0	ENSG00000146247.16
Q8WWW0	ENSG00000266094.9
Q8WWY3	ENSG00000105618.15
Q8WWY3	ENSG00000277154.4
Q8WWY3	ENSG00000276421.4
Q8WWY3	ENSG00000275885.4
Q8WWY3	ENSG00000274651.4
Q8WWY3	ENSG00000274144.4
Q8WWY3	ENSG00000274894.4
Q8WWY3	ENSG00000277953.4
Q8WWY3	ENSG00000275117.4
Q8WWY3	ENSG00000277707.4
Q8WWZ7	ENSG00000154265.17
Q8WX92	ENSG00000188986.9
Q8WX93	ENSG00000129116.21
Q8WXE1	ENSG00000164053.23
Q8WXG6	ENSG00000110514.21
Q8WXH0	ENSG00000054654.20
Q8WXI7	ENSG00000181143.17
Q8WXI9	ENSG00000143614.12
Q8WXI9	ENSG00000261992.2
Q8WXW3	ENSG00000083535.17
Q8WXX5	ENSG00000213551.8
Q8WXX7	ENSG00000158321.19
Q8WY22	ENSG00000184992.13
Q8WY64	ENSG00000007944.16
Q8WY91	ENSG00000176946.14
Q8WYA0	ENSG00000122970.17
Q8WYA1	ENSG00000029153.16
Q8WYA6	ENSG00000132792.22
Q8WYB5	ENSG00000156650.15
Q8WYB5	ENSG00000281813.4
Q8WYJ6	ENSG00000180096.13
Q8WYN3	ENSG00000178662.17
Q8WYP5	ENSG00000153207.17
Q8WYR1	ENSG00000141506.16
Q8WZ19	ENSG00000174943.12
Q8WZ60	ENSG00000172578.12
Q8WZ64	ENSG00000047365.14
Q8WZA9	ENSG00000167378.11
Q92466	ENSG00000134574.13
Q92499	ENSG00000079785.17
Q92502	ENSG00000130052.14
Q92503	ENSG00000129657.17
Q92504	ENSG00000112473.20
Q92504	ENSG00000206288.13
Q92504	ENSG00000229802.11
Q92504	ENSG00000226614.11
Q92504	ENSG00000224399.11
Q92504	ENSG00000227402.11
Q92508	ENSG00000103335.23
Q92526	ENSG00000132141.15
Q92530	ENSG00000125818.19
Q92538	ENSG00000107862.8
Q92540	ENSG00000116698.23
Q92541	ENSG00000137815.16
Q92542	ENSG00000162736.19
Q92544	ENSG00000101337.17
Q92545	ENSG00000075568.18
Q92545	ENSG00000291574.1
Q92547	ENSG00000163781.15
Q92551	ENSG00000176095.13
Q92552	ENSG00000113048.20
Q92556	ENSG00000155849.17
Q92558	ENSG00000112290.14
Q92560	ENSG00000163930.10
Q92562	ENSG00000112367.13
Q92572	ENSG00000177879.18
Q92574	ENSG00000165699.17
Q92575	ENSG00000144224.18
Q92576	ENSG00000118482.13
Q92585	ENSG00000161021.14
Q92585	ENSG00000283780.3
Q92598	ENSG00000120694.21
Q92599	ENSG00000164402.15
Q92600	ENSG00000144580.16
Q92604	ENSG00000123684.14
Q92608	ENSG00000134516.21
Q92609	ENSG00000131374.16
Q92611	ENSG00000134109.11
Q92613	ENSG00000102221.14
Q92614	ENSG00000196535.21
Q92615	ENSG00000107929.17
Q92616	ENSG00000089154.12
Q92619	ENSG00000180448.12
Q92620	ENSG00000140829.13
Q92621	ENSG00000155561.16
Q92624	ENSG00000062725.11
Q92626	ENSG00000130508.12
Q92643	ENSG00000142892.16
Q92667	ENSG00000121057.14
Q92673	ENSG00000137642.14
Q92674	ENSG00000102384.15
Q92685	ENSG00000214160.11
Q92688	ENSG00000136938.10
Q92696	ENSG00000100949.16
Q92696	ENSG00000285193.1
Q92698	ENSG00000085999.14
Q92729	ENSG00000060656.21
Q92753	ENSG00000198963.11
Q92759	ENSG00000213780.12
Q92759	ENSG00000221974.11
Q92759	ENSG00000236895.10
Q92759	ENSG00000234370.10
Q92759	ENSG00000233149.10
Q92759	ENSG00000226384.10
Q92766	ENSG00000124782.22
Q92769	ENSG00000196591.13
Q92783	ENSG00000136738.16
Q92791	ENSG00000141696.14
Q92793	ENSG00000005339.15
Q92794	ENSG00000083168.12
Q92797	ENSG00000125755.21
Q92802	ENSG00000244754.10
Q92805	ENSG00000136935.15
Q92813	ENSG00000211448.14
Q92830	ENSG00000108773.12
Q92835	ENSG00000168918.14
Q92835	ENSG00000281614.3
Q92841	ENSG00000100201.23
Q92845	ENSG00000075945.13
Q92851	ENSG00000003400.17
Q92878	ENSG00000113522.15
Q92879	ENSG00000149187.20
Q92888	ENSG00000076928.21
Q92889	ENSG00000175595.16
Q92896	ENSG00000090863.13
Q92900	ENSG00000005007.15
Q92902	ENSG00000107521.22
Q92905	ENSG00000121022.15
Q92917	ENSG00000068394.12
Q92917	ENSG00000292204.1
Q92918	ENSG00000104814.14
Q92922	ENSG00000173473.12
Q92925	ENSG00000108604.19
Q92932	ENSG00000155093.20
Q92945	ENSG00000088247.19
Q92947	ENSG00000105607.15
Q92963	ENSG00000143622.13
Q92966	ENSG00000164975.17
Q92973	ENSG00000083312.20
Q92974	ENSG00000116584.23
Q92985	ENSG00000185507.22
Q92985	ENSG00000276561.4
Q92989	ENSG00000172409.8
Q92993	ENSG00000172977.14
Q92994	ENSG00000185024.19
Q92995	ENSG00000058056.11
Q92997	ENSG00000161202.21
Q93008	ENSG00000124486.16
Q93009	ENSG00000187555.18
Q93050	ENSG00000033627.19
Q93052	ENSG00000145012.16
Q93063	ENSG00000151348.17
Q93073	ENSG00000138593.10
Q93074	ENSG00000184634.18
Q93075	ENSG00000157014.11
Q93084	ENSG00000074370.20
Q93100	ENSG00000102893.19
Q969E2	ENSG00000227500.12
Q969F9	ENSG00000163755.10
Q969G3	ENSG00000073584.21
Q969G5	ENSG00000170955.11
Q969H6	ENSG00000167272.12
Q969H8	ENSG00000074842.9
Q969K3	ENSG00000170633.18
Q969K4	ENSG00000114626.19
Q969M1	ENSG00000158882.16
Q969N2	ENSG00000124155.20
Q969P6	ENSG00000184428.14
Q969S3	ENSG00000173545.6
Q969S8	ENSG00000100429.19
Q969S9	ENSG00000164347.19
Q969T9	ENSG00000132471.12
Q969U6	ENSG00000159069.15
Q969V3	ENSG00000125912.12
Q969V5	ENSG00000090432.8
Q969V6	ENSG00000196588.21
Q969X0	ENSG00000150977.13
Q969X1	ENSG00000135926.16
Q969X5	ENSG00000113719.18
Q969X6	ENSG00000141076.19
Q969X6	ENSG00000262788.3
Q969Z0	ENSG00000136270.15
Q96A05	ENSG00000250565.8
Q96A26	ENSG00000114023.16
Q96A33	ENSG00000108588.16
Q96A54	ENSG00000159346.14
Q96A65	ENSG00000131558.17
Q96AA3	ENSG00000163933.12
Q96AB3	ENSG00000063241.9
Q96AC1	ENSG00000073712.16
Q96AD5	ENSG00000177666.18
Q96AE7	ENSG00000052841.17
Q96AG3	ENSG00000164209.18
Q96AP0	ENSG00000102977.19
Q96AQ1	ENSG00000163040.16
Q96AV8	ENSG00000165891.17
Q96AX1	ENSG00000139719.13
Q96AY3	ENSG00000141756.21
Q96AY4	ENSG00000100154.15
Q96B01	ENSG00000111247.16
Q96B26	ENSG00000120699.15
Q96B97	ENSG00000147010.20
Q96BA8	ENSG00000157613.12
Q96BI3	ENSG00000117362.14
Q96BN2	ENSG00000152382.7
Q96BU1	ENSG00000116497.19
Q96BX8	ENSG00000172081.15
Q96BY2	ENSG00000165943.6
Q96BY2	ENSG00000278268.2
Q96BY6	ENSG00000135905.21
Q96BY7	ENSG00000066739.13
Q96BY9	ENSG00000133872.15
Q96BZ4	ENSG00000166428.15
Q96BZ9	ENSG00000125875.16
Q96C03	ENSG00000177427.14
Q96C03	ENSG00000284495.2
Q96C10	ENSG00000108771.14
Q96C45	ENSG00000168038.12
Q96CD2	ENSG00000138621.13
Q96CG3	ENSG00000145365.13
Q96CN7	ENSG00000066583.13
Q96CN9	ENSG00000179562.3
Q96CP6	ENSG00000089351.16
Q96CQ1	ENSG00000114120.15
Q96CS2	ENSG00000152240.14
Q96CS3	ENSG00000113194.14
Q96CS7	ENSG00000115762.18
Q96CT2	ENSG00000119771.16
Q96CU9	ENSG00000110074.13
Q96CW1	ENSG00000161203.15
Q96CW5	ENSG00000126216.16
Q96D46	ENSG00000169251.14
Q96D70	ENSG00000198858.11
Q96DB5	ENSG00000176623.13
Q96DB9	ENSG00000089327.17
Q96DC7	ENSG00000113119.14
Q96DE0	ENSG00000198585.12
Q96DF8	ENSG00000100056.13
Q96DI7	ENSG00000060688.14
Q96DM3	ENSG00000141452.12
Q96DN6	ENSG00000166987.16
Q96DT7	ENSG00000205189.14
Q96DU7	ENSG00000086544.4
Q96DY7	ENSG00000172167.9
Q96DZ1	ENSG00000068912.16
Q96DZ7	ENSG00000145107.16
Q96DZ7	ENSG00000273331.1
Q96E22	ENSG00000153989.9
Q96E52	ENSG00000162600.13
Q96EA4	ENSG00000040275.18
Q96EF0	ENSG00000102043.16
Q96EH3	ENSG00000156928.6
Q96EK5	ENSG00000198954.10
Q96EK6	ENSG00000100522.11
Q96EK7	ENSG00000112584.15
Q96EK7	ENSG00000275333.4
Q96EK9	ENSG00000198841.4
Q96EN8	ENSG00000075643.7
Q96EP0	ENSG00000092098.19
Q96EP0	ENSG00000259529.2
Q96EP0	ENSG00000285152.2
Q96EP0	ENSG00000284845.2
Q96ER3	ENSG00000166788.11
Q96ER9	ENSG00000164051.15
Q96ES6	ENSG00000167700.10
Q96EU7	ENSG00000171155.9
Q96EU7	ENSG00000288368.1
Q96EV2	ENSG00000184863.11
Q96EX2	ENSG00000135119.15
Q96EY1	ENSG00000103423.15
Q96EY1	ENSG00000276726.4
Q96EY5	ENSG00000141971.15
Q96EY7	ENSG00000132300.20
Q96EY8	ENSG00000139428.13
Q96EZ8	ENSG00000187778.15
Q96F05	ENSG00000171067.12
Q96F07	ENSG00000055163.22
Q96F44	ENSG00000154370.17
Q96F81	ENSG00000154309.10
Q96F86	ENSG00000179151.14
Q96FA3	ENSG00000197329.13
Q96FB5	ENSG00000143303.13
Q96FJ0	ENSG00000138134.13
Q96FS4	ENSG00000213445.12
Q96FZ2	ENSG00000183624.15
Q96G01	ENSG00000151746.16
Q96G03	ENSG00000169299.15
Q96G04	ENSG00000118894.16
Q96G21	ENSG00000136718.11
Q96G23	ENSG00000143418.21
Q96G25	ENSG00000159479.18
Q96G74	ENSG00000068308.16
Q96G74	ENSG00000292211.1
Q96G75	ENSG00000145916.20
Q96G91	ENSG00000244165.2
Q96G97	ENSG00000168000.17
Q96GA7	ENSG00000139410.16
Q96GC6	ENSG00000171606.19
Q96GC9	ENSG00000062716.14
Q96GD4	ENSG00000178999.14
Q96GE4	ENSG00000258890.9
Q96GE9	ENSG00000137038.9
Q96GK7	ENSG00000115042.11
Q96GK7	ENSG00000292086.1
Q96GQ5	ENSG00000140688.19
Q96GQ7	ENSG00000124228.16
Q96GW9	ENSG00000247626.5
Q96GX5	ENSG00000120539.16
Q96GX9	ENSG00000149089.14
Q96GZ6	ENSG00000114544.18
Q96H22	ENSG00000166451.15
Q96H22	ENSG00000291964.1
Q96H35	ENSG00000119446.15
Q96H55	ENSG00000278259.6
Q96H55	ENSG00000278372.4
Q96H78	ENSG00000160785.15
Q96H79	ENSG00000146858.8
Q96HA1	ENSG00000196313.14
Q96HA7	ENSG00000160949.19
Q96HA8	ENSG00000156795.9
Q96HE9	ENSG00000068489.13
Q96HM7	ENSG00000179715.14
Q96HN2	ENSG00000158467.18
Q96HP0	ENSG00000130158.14
Q96HQ2	ENSG00000237190.4
Q96HR3	ENSG00000164758.8
Q96HR8	ENSG00000145414.10
Q96HT8	ENSG00000178988.12
Q96HU1	ENSG00000100359.22
Q96HV5	ENSG00000163900.12
Q96HW7	ENSG00000149262.20
Q96HY6	ENSG00000198171.14
Q96I15	ENSG00000132330.19
Q96I24	ENSG00000107164.18
Q96I51	ENSG00000274523.6
Q96IC2	ENSG00000005189.21
Q96II8	ENSG00000186001.15
Q96IJ6	ENSG00000144591.21
Q96IK0	ENSG00000091947.11
Q96IR7	ENSG00000186603.7
Q96IT1	ENSG00000162714.14
Q96IT1	ENSG00000291884.1
Q96IZ0	ENSG00000177425.12
Q96J01	ENSG00000051596.11
Q96J42	ENSG00000113621.16
Q96JA3	ENSG00000106086.22
Q96JB2	ENSG00000136152.16
Q96JB5	ENSG00000108465.16
Q96JC1	ENSG00000166887.17
Q96JG6	ENSG00000004766.18
Q96JH7	ENSG00000175073.8
Q96JH8	ENSG00000157927.18
Q96JI7	ENSG00000104133.17
Q96JJ3	ENSG00000062598.19
Q96JJ7	ENSG00000166479.11
Q96JK2	ENSG00000139990.19
Q96JM2	ENSG00000148143.14
Q96JM3	ENSG00000198824.9
Q96JM7	ENSG00000198945.9
Q96JY6	ENSG00000120913.25
Q96K12	ENSG00000064763.13
Q96K17	ENSG00000134717.19
Q96K37	ENSG00000127526.16
Q96K58	ENSG00000167394.14
Q96K76	ENSG00000170242.20
Q96K80	ENSG00000135482.8
Q96K83	ENSG00000198795.12
Q96KA5	ENSG00000049656.15
Q96KA5	ENSG00000274811.3
Q96KC8	ENSG00000136770.12
Q96KP1	ENSG00000112685.15
Q96KQ7	ENSG00000204371.13
Q96KQ7	ENSG00000206376.9
Q96KQ7	ENSG00000238134.8
Q96KQ7	ENSG00000236759.7
Q96KQ7	ENSG00000232045.7
Q96KQ7	ENSG00000227333.8
Q96KR1	ENSG00000056097.17
Q96KV7	ENSG00000161996.20
Q96L34	ENSG00000007047.17
Q96L50	ENSG00000165501.18
Q96L73	ENSG00000165671.23
Q96L91	ENSG00000183495.16
Q96L92	ENSG00000143376.15
Q96L93	ENSG00000089177.21
Q96LB3	ENSG00000096872.18
Q96LI5	ENSG00000138767.15
Q96LT4	ENSG00000156671.16
Q96LT9	ENSG00000185946.17
Q96M27	ENSG00000164244.22
Q96M60	ENSG00000166262.17
Q96M94	ENSG00000174010.11
Q96MD2	ENSG00000174206.14
Q96ME1	ENSG00000155034.22
Q96ME7	ENSG00000243943.11
Q96MG7	ENSG00000185115.6
Q96MG7	ENSG00000282130.1
Q96MH7	ENSG00000172244.10
Q96MN5	ENSG00000116205.15
Q96MT1	ENSG00000145860.13
Q96MT8	ENSG00000182923.21
Q96MU7	ENSG00000083896.14
Q96MU7	ENSG00000275272.4
Q96MW5	ENSG00000213380.16
Q96MX3	ENSG00000180035.14
Q96N11	ENSG00000146576.14
Q96N21	ENSG00000167302.12
Q96N23	ENSG00000188596.11
Q96N46	ENSG00000163728.12
Q96N67	ENSG00000116641.19
Q96NA2	ENSG00000167705.13
Q96NA2	ENSG00000274145.2
Q96NC0	ENSG00000146007.12
Q96NE9	ENSG00000139926.17
Q96NH3	ENSG00000146350.15
Q96NL6	ENSG00000151466.13
Q96NM4	ENSG00000124191.19
Q96NW4	ENSG00000105186.17
Q96P16	ENSG00000141425.19
Q96P47	ENSG00000133612.21
Q96P48	ENSG00000186635.17
Q96P53	ENSG00000139668.10
Q96P70	ENSG00000198700.11
Q96PE1	ENSG00000020181.19
Q96PE3	ENSG00000040933.18
Q96PK6	ENSG00000239306.6
Q96PK6	ENSG00000248643.5
Q96PP9	ENSG00000162654.10
Q96PQ6	ENSG00000130803.16
Q96PQ7	ENSG00000109790.19
Q96PU8	ENSG00000112531.18
Q96PV0	ENSG00000227460.8
Q96PV0	ENSG00000197283.18
Q96PV6	ENSG00000167615.19
Q96PV6	ENSG00000274305.4
Q96PV6	ENSG00000276681.4
Q96PV6	ENSG00000276458.4
Q96PZ0	ENSG00000091127.15
Q96PZ2	ENSG00000166801.18
Q96PZ7	ENSG00000183117.20
Q96Q05	ENSG00000167632.19
Q96Q07	ENSG00000183826.20
Q96Q15	ENSG00000157106.19
Q96Q27	ENSG00000100628.13
Q96Q27	ENSG00000278693.3
Q96Q40	ENSG00000138395.17
Q96Q42	ENSG00000003393.17
Q96Q89	ENSG00000138182.16
Q96QB1	ENSG00000164741.16
Q96QD8	ENSG00000134294.15
Q96QD9	ENSG00000122068.14
Q96QE3	ENSG00000176208.10
Q96QK1	ENSG00000069329.20
Q96QT4	ENSG00000092439.16
Q96QU8	ENSG00000169180.13
Q96R06	ENSG00000076382.18
Q96RD7	ENSG00000110218.10
Q96RD9	ENSG00000143297.20
Q96RG2	ENSG00000115687.15
Q96RK0	ENSG00000079432.10
Q96RK4	ENSG00000140463.16
Q96RL7	ENSG00000197969.14
Q96RN5	ENSG00000099917.18
Q96RP9	ENSG00000168827.16
Q96RS0	ENSG00000137574.12
Q96RS6	ENSG00000120526.13
Q96RT1	ENSG00000112851.17
Q96RT7	ENSG00000128159.13
Q96RT8	ENSG00000275835.6
Q96RU2	ENSG00000048028.13
Q96RU3	ENSG00000187239.20
Q96RU7	ENSG00000101255.14
Q96RV3	ENSG00000100731.16
Q96RY5	ENSG00000007545.17
Q96RY7	ENSG00000187535.15
Q96S15	ENSG00000127580.18
Q96S21	ENSG00000197562.11
Q96S52	ENSG00000087111.23
Q96S55	ENSG00000124535.17
Q96S66	ENSG00000121940.18
Q96S82	ENSG00000138629.17
Q96S82	ENSG00000288408.1
Q96S94	ENSG00000221978.14
Q96S97	ENSG00000179820.18
Q96SA4	ENSG00000168528.13
Q96SB4	ENSG00000096063.17
Q96SB8	ENSG00000163029.17
Q96SI9	ENSG00000165209.20
Q96SK2	ENSG00000146842.18
Q96SM3	ENSG00000088882.9
Q96SN7	ENSG00000160991.18
Q96SN8	ENSG00000136861.20
Q96ST2	ENSG00000163166.16
Q96ST3	ENSG00000169375.18
Q96SU4	ENSG00000117859.20
Q96SZ6	ENSG00000101391.22
Q96T21	ENSG00000187742.16
Q96T23	ENSG00000048649.14
Q96T49	ENSG00000101445.11
Q96T58	ENSG00000065526.13
